image_path,text,bbox,has_bbox,image_width,image_height,text_length,word_count
Hackathon data\SROIE2019\train\img\X51005255805.jpg,CASH,"[85, 1016, 152, 1046]",True,873,1656,4,1
Hackathon data\SROIE2019\train\img\X51005255805.jpg,RM 20.00,"[537, 1024, 663, 1063]",True,873,1656,8,2
Hackathon data\SROIE2019\train\img\X51005255805.jpg,CHANGE,"[85, 1097, 267, 1126]",True,873,1656,6,1
Hackathon data\SROIE2019\train\img\X51005255805.jpg,RM 5.90,"[474, 1101, 690, 1146]",True,873,1656,7,2
Hackathon data\SROIE2019\train\img\X51005255805.jpg,THANK YOU FOR SHOPPING,"[218, 1173, 554, 1213]",True,873,1656,22,4
Hackathon data\SROIE2019\train\img\X51005255805.jpg,GOODS SOLD ARE NOT RETURNABLE.,"[158, 1212, 611, 1257]",True,873,1656,30,5
Hackathon data\SROIE2019\train\img\X51005255805.jpg,"FRIDAY,","[82, 1291, 190, 1327]",True,873,1656,7,1
Hackathon data\SROIE2019\train\img\X51005255805.jpg,29-12-2017,"[201, 1292, 356, 1324]",True,873,1656,10,1
Hackathon data\SROIE2019\train\img\X51005255805.jpg,0%,"[286, 779, 320, 812]",True,873,1656,2,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,AIK HUAT HARDWARE,"[112, 298, 628, 358]",True,752,2214,17,3
Hackathon data\SROIE2019\train\img\X51005268200.jpg,ENTERPRISE (SETIA,"[114, 329, 628, 387]",True,752,2214,17,2
Hackathon data\SROIE2019\train\img\X51005268200.jpg,ALAM) SDN BHD,"[171, 366, 567, 415]",True,752,2214,13,3
Hackathon data\SROIE2019\train\img\X51005268200.jpg,822737-X,"[306, 407, 432, 439]",True,752,2214,8,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,"NO. 17-G, JALAN SETIA INDAH","[160, 425, 574, 473]",True,752,2214,27,5
Hackathon data\SROIE2019\train\img\X51005268200.jpg,"(X) U13/X, SETIA ALAM,","[203, 459, 535, 509]",True,752,2214,22,4
Hackathon data\SROIE2019\train\img\X51005268200.jpg,"SEKSYEN U13, 40170 SHAH ALAM,","[147, 485, 586, 539]",True,752,2214,29,5
Hackathon data\SROIE2019\train\img\X51005268200.jpg,TEL: 012 - 6651783 FAX: 03 - 33623608,"[86, 512, 646, 567]",True,752,2214,37,8
Hackathon data\SROIE2019\train\img\X51005268200.jpg,GST NO: 000394528768,"[212, 553, 518, 592]",True,752,2214,20,3
Hackathon data\SROIE2019\train\img\X51005268200.jpg,SIMPLIFIED TAX INVOICE,"[196, 611, 533, 677]",True,752,2214,22,3
Hackathon data\SROIE2019\train\img\X51005268200.jpg,CASH,"[54, 728, 123, 760]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,RECEIPT #: CSP0393921 DATE: 15/06/2017,"[56, 790, 632, 834]",True,752,2214,38,5
Hackathon data\SROIE2019\train\img\X51005268200.jpg,BIG STRETCH FILM ???,"[340, 979, 644, 1014]",True,752,2214,20,4
Hackathon data\SROIE2019\train\img\X51005268200.jpg,SALESPERSON : AH002,"[54, 820, 346, 858]",True,752,2214,19,3
Hackathon data\SROIE2019\train\img\X51005268200.jpg,TIME: 15:28:00,"[387, 832, 602, 864]",True,752,2214,14,2
Hackathon data\SROIE2019\train\img\X51005268200.jpg,ITEM,"[55, 881, 121, 912]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,QTY,"[326, 891, 374, 918]",True,752,2214,3,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,U/P,"[445, 892, 497, 921]",True,752,2214,3,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,(RM),"[433, 920, 493, 954]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,AMOUNT,"[533, 894, 632, 924]",True,752,2214,6,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,(RM),"[570, 925, 628, 958]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,2000160000024,"[52, 940, 256, 974]",True,752,2214,13,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,1,"[326, 948, 347, 978]",True,752,2214,1,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,15.00,"[417, 952, 493, 981]",True,752,2214,5,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,15.00 S,"[552, 953, 663, 983]",True,752,2214,7,2
Hackathon data\SROIE2019\train\img\X51005268200.jpg,"20"" 1.6KG X 500MM","[52, 972, 315, 1008]",True,752,2214,17,4
Hackathon data\SROIE2019\train\img\X51005268200.jpg,TAL QUANTITY,"[84, 1034, 269, 1066]",True,752,2214,12,2
Hackathon data\SROIE2019\train\img\X51005268200.jpg,1,"[430, 1043, 449, 1070]",True,752,2214,1,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,SUB-TOTAL (GST),"[283, 1128, 510, 1165]",True,752,2214,15,2
Hackathon data\SROIE2019\train\img\X51005268200.jpg,15.00,"[584, 1134, 662, 1162]",True,752,2214,5,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,DISC,"[372, 1160, 437, 1189]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,0.00,"[597, 1163, 662, 1192]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,ROUNDING,"[372, 1190, 496, 1221]",True,752,2214,8,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,0.00,"[597, 1194, 662, 1222]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,TOTAL,"[86, 1216, 239, 1248]",True,752,2214,5,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,15.00,"[511, 1221, 659, 1251]",True,752,2214,5,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,CASH,"[88, 1247, 212, 1278]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,15.00,"[511, 1253, 661, 1283]",True,752,2214,5,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,CHANGE,"[85, 1278, 274, 1309]",True,752,2214,6,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,0.00,"[538, 1281, 659, 1311]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,*GST @ 6% INCLUDED IN TOTAL,"[150, 1339, 559, 1372]",True,752,2214,27,6
Hackathon data\SROIE2019\train\img\X51005268200.jpg,GST SUMMARY,"[272, 1400, 439, 1428]",True,752,2214,11,2
Hackathon data\SROIE2019\train\img\X51005268200.jpg,CODE,"[55, 1459, 124, 1490]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,AMOUNT,"[300, 1459, 395, 1489]",True,752,2214,6,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,%,"[463, 1459, 484, 1489]",True,752,2214,1,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,TAX/AMT,"[541, 1461, 649, 1490]",True,752,2214,7,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,SR,"[56, 1521, 92, 1551]",True,752,2214,2,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,14.15,"[315, 1519, 396, 1549]",True,752,2214,5,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,6,"[462, 1520, 483, 1549]",True,752,2214,1,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,0.85,"[583, 1520, 648, 1550]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,TAX TOTAL:,"[342, 1608, 496, 1639]",True,752,2214,10,2
Hackathon data\SROIE2019\train\img\X51005268200.jpg,0.85,"[582, 1611, 648, 1639]",True,752,2214,4,1
Hackathon data\SROIE2019\train\img\X51005268200.jpg,"GOODS SOLD ARE NOT REFONDABLE,","[126, 1735, 577, 1765]",True,752,2214,30,5
Hackathon data\SROIE2019\train\img\X51005268200.jpg,THANK YOU FOR CHOOSING US.,"[159, 1765, 544, 1796]",True,752,2214,26,5
Hackathon data\SROIE2019\train\img\X51005268200.jpg,PROVIDE ORIGINAL BILL FOR GOODS,"[144, 1796, 615, 1824]",True,752,2214,31,5
Hackathon data\SROIE2019\train\img\X51005268200.jpg,EXCHANGE WITHIN 1 WEEK FROM TRANSACTION,"[52, 1828, 646, 1858]",True,752,2214,39,6
Hackathon data\SROIE2019\train\img\X51005268200.jpg,GOODS MUST BE IN ORIGINAL STATE TO BE,"[71, 1854, 636, 1881]",True,752,2214,37,8
Hackathon data\SROIE2019\train\img\X51005268200.jpg,ENTITLED FOR EXCHANGE.,"[185, 1884, 513, 1913]",True,752,2214,22,3
Hackathon data\SROIE2019\train\img\X51005268262.jpg,HOME MASTER HARDWARE &,"[146, 47, 565, 84]",True,747,1412,22,4
Hackathon data\SROIE2019\train\img\X51005268262.jpg,ELECTRICAL,"[266, 89, 444, 125]",True,747,1412,10,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,"NO.113G & 115G, JALAN SETIA GEMBILANG","[85, 120, 625, 156]",True,747,1412,37,6
Hackathon data\SROIE2019\train\img\X51005268262.jpg,"U13/BG BANDAR SETIA ALAM,","[166, 161, 542, 193]",True,747,1412,25,4
Hackathon data\SROIE2019\train\img\X51005268262.jpg,"40170 BANDAR SETIA ALAM,","[174, 201, 529, 235]",True,747,1412,24,4
Hackathon data\SROIE2019\train\img\X51005268262.jpg,SELANGOR.,"[275, 240, 428, 269]",True,747,1412,9,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,COMPANY REG NO. :SA03711551-P,"[150, 281, 553, 315]",True,747,1412,29,4
Hackathon data\SROIE2019\train\img\X51005268262.jpg,GST REG NO. :001637511168,"[178, 326, 522, 359]",True,747,1412,25,4
Hackathon data\SROIE2019\train\img\X51005268262.jpg,TAX INVOICE,"[263, 383, 433, 409]",True,747,1412,11,2
Hackathon data\SROIE2019\train\img\X51005268262.jpg,INVOLCE NO.:,"[62, 427, 203, 460]",True,747,1412,12,2
Hackathon data\SROIE2019\train\img\X51005268262.jpg,DATE :,"[62, 469, 135, 497]",True,747,1412,6,2
Hackathon data\SROIE2019\train\img\X51005268262.jpg,22/12/2017 14:03,"[247, 475, 451, 500]",True,747,1412,16,2
Hackathon data\SROIE2019\train\img\X51005268262.jpg,CASHLER # :,"[61, 514, 188, 542]",True,747,1412,11,3
Hackathon data\SROIE2019\train\img\X51005268262.jpg,CASHIER,"[247, 518, 368, 546]",True,747,1412,7,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,RM,"[466, 565, 515, 594]",True,747,1412,2,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,CODE,"[561, 563, 635, 593]",True,747,1412,4,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,24MMX7Y M.ONE TAPE,"[58, 607, 340, 638]",True,747,1412,18,3
Hackathon data\SROIE2019\train\img\X51005268262.jpg,1.00,"[90, 646, 140, 673]",True,747,1412,4,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,X,"[253, 653, 270, 675]",True,747,1412,1,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,15.90,"[304, 650, 369, 676]",True,747,1412,5,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,15.90,"[449, 650, 513, 677]",True,747,1412,5,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,SR,"[594, 647, 636, 674]",True,747,1412,2,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,SUBTOTAL :,"[181, 697, 295, 721]",True,747,1412,10,2
Hackathon data\SROIE2019\train\img\X51005268262.jpg,15.90,"[447, 696, 513, 723]",True,747,1412,5,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,TOTAL EXCL. OF GST,"[85, 743, 294, 772]",True,747,1412,18,4
Hackathon data\SROIE2019\train\img\X51005268262.jpg,15.00,"[447, 749, 512, 771]",True,747,1412,5,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,TOTAL INCL. OF GST,"[92, 785, 293, 815]",True,747,1412,18,4
Hackathon data\SROIE2019\train\img\X51005268262.jpg,15.90,"[446, 791, 512, 816]",True,747,1412,5,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,TOTAL AMT ROUNDED,"[70, 833, 293, 860]",True,747,1412,17,3
Hackathon data\SROIE2019\train\img\X51005268262.jpg,15.90,"[445, 837, 510, 861]",True,747,1412,5,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,PAYMENT :,"[172, 874, 292, 906]",True,747,1412,9,2
Hackathon data\SROIE2019\train\img\X51005268262.jpg,50.00,"[441, 876, 511, 901]",True,747,1412,5,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,CHANGE DUE :,"[131, 912, 293, 946]",True,747,1412,12,3
Hackathon data\SROIE2019\train\img\X51005268262.jpg,34.10,"[441, 913, 512, 941]",True,747,1412,5,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,TOTAL ITEM(S) : 1,"[59, 959, 238, 994]",True,747,1412,17,4
Hackathon data\SROIE2019\train\img\X51005268262.jpg,G,"[62, 1009, 84, 1034]",True,747,1412,1,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,AMOUNT(RM),"[267, 1011, 420, 1043]",True,747,1412,10,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,TAX(RM),"[479, 1010, 590, 1041]",True,747,1412,7,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,SR,"[64, 1058, 103, 1081]",True,747,1412,2,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,@ 6%,"[156, 1059, 228, 1089]",True,747,1412,4,2
Hackathon data\SROIE2019\train\img\X51005268262.jpg,15.00,"[354, 1062, 420, 1086]",True,747,1412,5,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,0.90,"[533, 1062, 588, 1086]",True,747,1412,4,1
Hackathon data\SROIE2019\train\img\X51005268262.jpg,THANK YOU,"[254, 1221, 408, 1248]",True,747,1412,9,2
Hackathon data\SROIE2019\train\img\X51005268262.jpg,ANY GOODS RETURN PLEASE DO WITHIN,"[68, 1254, 596, 1286]",True,747,1412,33,6
Hackathon data\SROIE2019\train\img\X51005268262.jpg,7 DAYS WITH ORIGINAL RECEIPT TQ^^,"[91, 1295, 573, 1326]",True,747,1412,33,6
Hackathon data\SROIE2019\train\img\X51005268262.jpg,CS 67832,"[250, 433, 366, 458]",True,747,1412,8,2
Hackathon data\SROIE2019\train\img\X51005268262.jpg,UMMARY,"[139, 1014, 232, 1043]",True,747,1412,6,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,RESTORAN HASSANBISTRO,"[72, 27, 680, 81]",True,807,1390,21,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,NO.2-1-1 JALAN SETIA PRIMA Q,"[165, 82, 572, 111]",True,807,1390,28,5
Hackathon data\SROIE2019\train\img\X51005268400.jpg,U 13/Q SETIA ALAM 40170,"[203, 119, 539, 147]",True,807,1390,23,5
Hackathon data\SROIE2019\train\img\X51005268400.jpg,SHAM ALAM,"[309, 154, 442, 182]",True,807,1390,9,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,SELANGOR,"[308, 189, 427, 216]",True,807,1390,8,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,TAX INVOICE,"[292, 260, 466, 288]",True,807,1390,11,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,TERMINAL : C1,"[75, 330, 273, 358]",True,807,1390,13,3
Hackathon data\SROIE2019\train\img\X51005268400.jpg,2017-12-28 22:17PM,"[253, 1289, 518, 1331]",True,807,1390,18,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,THANK YOU.COME AGAIN,"[225, 1252, 542, 1297]",True,807,1390,20,3
Hackathon data\SROIE2019\train\img\X51005268400.jpg,CASHIER,"[75, 367, 184, 394]",True,807,1390,7,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,: HASSAN,"[216, 365, 339, 394]",True,807,1390,8,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,0.00,"[628, 1208, 694, 1247]",True,807,1390,4,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,BILL NO,"[74, 401, 184, 429]",True,807,1390,7,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,: C1-0170778,"[215, 399, 401, 430]",True,807,1390,12,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,RM,"[501, 1194, 537, 1226]",True,807,1390,2,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,DATE,"[75, 437, 140, 464]",True,807,1390,4,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,: 12/28/2017 10:17:32 PM,"[216, 437, 592, 471]",True,807,1390,24,4
Hackathon data\SROIE2019\train\img\X51005268400.jpg,CHANGE,"[204, 1179, 301, 1210]",True,807,1390,6,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,TOKEN,"[76, 471, 155, 500]",True,807,1390,5,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,: CT1,"[215, 471, 289, 499]",True,807,1390,5,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,15.00,"[614, 1168, 694, 1208]",True,807,1390,5,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,TABLE,"[76, 505, 154, 535]",True,807,1390,5,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,: CT1,"[216, 506, 289, 535]",True,807,1390,5,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,RM,"[500, 1156, 535, 1188]",True,807,1390,2,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,PR,"[76, 576, 107, 604]",True,807,1390,2,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,QTY,"[245, 575, 293, 606]",True,807,1390,3,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,U.PRICE,"[317, 577, 421, 608]",True,807,1390,7,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,GST,"[461, 581, 507, 610]",True,807,1390,3,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,TOTAL,"[578, 586, 652, 621]",True,807,1390,5,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,MAKANAN,"[76, 648, 178, 675]",True,807,1390,7,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,1,"[263, 683, 276, 710]",True,807,1390,1,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,15.00,"[335, 683, 408, 712]",True,807,1390,5,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,0,"[491, 690, 510, 717]",True,807,1390,1,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,15.00 ZR,"[566, 693, 684, 734]",True,807,1390,8,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,TOTAL ITEMS,"[78, 751, 235, 781]",True,807,1390,11,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,=,"[262, 757, 280, 773]",True,807,1390,1,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,1.00,"[321, 753, 380, 782]",True,807,1390,4,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,TOTAL QTY,"[80, 787, 210, 818]",True,807,1390,9,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,=,"[262, 794, 282, 807]",True,807,1390,1,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,1.00,"[320, 788, 379, 818]",True,807,1390,4,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,SUB TOTAL,"[210, 858, 339, 886]",True,807,1390,9,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,RM,"[513, 870, 546, 898]",True,807,1390,2,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,15.00,"[618, 878, 689, 914]",True,807,1390,5,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,DISCOUNT,"[210, 895, 329, 923]",True,807,1390,8,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,RM,"[512, 905, 546, 934]",True,807,1390,2,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,0.00,"[628, 916, 690, 952]",True,807,1390,4,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,TOTAL EXCL .6% GST,"[202, 966, 469, 1001]",True,807,1390,18,4
Hackathon data\SROIE2019\train\img\X51005268400.jpg,RM,"[498, 976, 533, 1008]",True,807,1390,2,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,15.00,"[612, 986, 691, 1026]",True,807,1390,5,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,GST 6%,"[202, 1001, 298, 1030]",True,807,1390,6,2
Hackathon data\SROIE2019\train\img\X51005268400.jpg,RM,"[499, 1012, 534, 1044]",True,807,1390,2,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,0.00,"[625, 1024, 690, 1061]",True,807,1390,4,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,TOTAL INCL .6% GST,"[203, 1037, 470, 1074]",True,807,1390,18,4
Hackathon data\SROIE2019\train\img\X51005268400.jpg,RM,"[499, 1049, 534, 1080]",True,807,1390,2,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,15.00,"[612, 1059, 692, 1099]",True,807,1390,5,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,ROUNDING,"[203, 1073, 331, 1105]",True,807,1390,8,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,RM,"[499, 1084, 534, 1116]",True,807,1390,2,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,0.00,"[626, 1098, 693, 1136]",True,807,1390,4,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,CASH,"[205, 1144, 270, 1174]",True,807,1390,4,1
Hackathon data\SROIE2019\train\img\X51005268400.jpg,T,"[163, 579, 177, 604]",True,807,1390,1,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,ASIA MART,"[319, 78, 526, 118]",True,780,2044,9,2
Hackathon data\SROIE2019\train\img\X51005268472.jpg,(SA0264195-T),"[320, 113, 516, 150]",True,780,2044,13,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,"NO.23 BATU 10, TAMAN SENTOSA,","[190, 137, 643, 187]",True,780,2044,29,5
Hackathon data\SROIE2019\train\img\X51005268472.jpg,"JALAN KAPAR, 42200 KLANG, SELANGOR.","[141, 169, 688, 225]",True,780,2044,35,5
Hackathon data\SROIE2019\train\img\X51005268472.jpg,GST ID : 001609584640,"[264, 247, 566, 286]",True,780,2044,21,4
Hackathon data\SROIE2019\train\img\X51005268472.jpg,TAX INVOICE,"[317, 299, 511, 329]",True,780,2044,11,2
Hackathon data\SROIE2019\train\img\X51005268472.jpg,DOC NO,"[78, 344, 172, 371]",True,780,2044,6,2
Hackathon data\SROIE2019\train\img\X51005268472.jpg,: CS02070163,"[246, 346, 437, 374]",True,780,2044,12,2
Hackathon data\SROIE2019\train\img\X51005268472.jpg,DATE: 22/12/2017,"[525, 315, 737, 367]",True,780,2044,16,2
Hackathon data\SROIE2019\train\img\X51005268472.jpg,CASHIER,"[75, 384, 174, 409]",True,780,2044,7,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,: EIRA,"[246, 385, 340, 412]",True,780,2044,6,2
Hackathon data\SROIE2019\train\img\X51005268472.jpg,TIME: 00:06:00,"[522, 362, 711, 405]",True,780,2044,14,2
Hackathon data\SROIE2019\train\img\X51005268472.jpg,SALESPERSON : EIRA,"[75, 423, 340, 454]",True,780,2044,18,3
Hackathon data\SROIE2019\train\img\X51005268472.jpg,S LIME 50G,"[166, 728, 298, 755]",True,780,2044,10,3
Hackathon data\SROIE2019\train\img\X51005268472.jpg,REF.:,"[530, 416, 594, 446]",True,780,2044,5,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,ITEM,"[72, 504, 124, 526]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,QTY,"[266, 506, 312, 533]",True,780,2044,3,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,S/PRICE,"[346, 509, 431, 530]",True,780,2044,7,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,(GST),"[463, 477, 533, 505]",True,780,2044,5,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,(GST),"[602, 466, 669, 498]",True,780,2044,5,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,S/PRICE,"[455, 504, 539, 527]",True,780,2044,7,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,AMOUNT,"[579, 496, 670, 522]",True,780,2044,6,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,TAX,"[691, 489, 732, 514]",True,780,2044,3,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,9556641320027,"[72, 534, 241, 562]",True,780,2044,13,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,17,"[274, 539, 303, 562]",True,780,2044,2,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,0.85,"[364, 539, 414, 563]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,0.90,"[472, 536, 522, 560]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,15.25,"[609, 527, 668, 555]",True,780,2044,5,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,SR,"[699, 523, 730, 547]",True,780,2044,2,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,DELICIA CHOCOLATE [50G],"[73, 571, 385, 605]",True,780,2044,23,3
Hackathon data\SROIE2019\train\img\X51005268472.jpg,9556231110045,"[70, 611, 240, 640]",True,780,2044,13,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,1,"[278, 620, 293, 637]",True,780,2044,1,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,3.55,"[361, 617, 413, 640]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,3.55,"[470, 614, 520, 638]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,3.55,"[618, 609, 666, 634]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,ZRL,"[684, 605, 727, 630]",True,780,2044,3,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,GARDENIA ORIGINAL CLASSIC JUMBO [600G],"[69, 649, 589, 679]",True,780,2044,38,5
Hackathon data\SROIE2019\train\img\X51005268472.jpg,9556127101331,"[69, 690, 240, 716]",True,780,2044,13,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,1,"[277, 696, 292, 717]",True,780,2044,1,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,1.41,"[362, 697, 408, 720]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,1.50,"[469, 694, 518, 719]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,1.50,"[618, 691, 665, 714]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,SR,"[694, 687, 727, 711]",True,780,2044,2,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,HU,"[67, 726, 102, 748]",True,780,2044,2,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,8850199320722,"[67, 766, 236, 794]",True,780,2044,13,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,1,"[274, 774, 289, 795]",True,780,2044,1,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,1.42,"[359, 775, 410, 796]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,1.51,"[467, 774, 514, 797]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,1.51,"[616, 770, 660, 795]",True,780,2044,4,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,SR,"[693, 768, 725, 793]",True,780,2044,2,1
Hackathon data\SROIE2019\train\img\X51005268472.jpg,DOREMON CATCAT JOY 15G,"[66, 803, 397, 833]",True,780,2044,22,4
